episode,total_reward,episode_length,actor_loss,critic_loss,covariance_value,time_taken,total_timesteps
32,2.1499987,113,-0.02105247601866722,0.029629824683070183,0.099442,21.35651135444641,4843
33,2.009999,111,-0.002948865294456482,0.019749034196138382,0.09942400000000001,20.601076364517212,4954
34,2.3799984,145,-0.026220833882689476,0.01948184333741665,0.09940600000000001,26.447637796401978,5099
35,4.6400094,306,-0.0036561544984579086,0.06522028520703316,0.099388,52.40898895263672,5405
36,12.1101,887,-0.005448397248983383,0.22682858631014824,0.09937,151.45897221565247,6292
37,23.500143,1102,0.01690126545727253,0.7931026935577392,0.09935200000000001,191.69210243225098,7394
38,22.76016,980,0.11081201117485762,0.20783042535185814,0.099334,163.1424422264099,8374
39,0.7799998,141,-0.02077649161219597,0.20634140074253082,0.099316,26.01953935623169,8515
40,0.09999999,81,-0.02785845845937729,0.004997673910111189,0.09929800000000001,16.28842782974243,8596
41,0.9299994,203,0.2495613992214203,0.024667564779520035,0.09928000000000001,37.98535990715027,8799
42,0.13999999,104,-0.01623724028468132,0.006030451972037554,0.099262,20.619261503219604,8903
43,0.059999995,81,-0.019402142614126205,0.0009196830214932561,0.099244,15.812544584274292,8984
44,0.0,81,-0.0305812805891037,0.0005095804226584733,0.09922600000000001,15.819626808166504,9065
45,0.0,81,-0.0431942418217659,0.00047788152005523443,0.099208,15.819223642349243,9146
46,0.0,81,-0.03796224296092987,0.00033627511584199965,0.09919,16.259687423706055,9227
47,0.0,81,-0.029001541435718536,0.00041582182166166604,0.09917200000000001,16.42839765548706,9308
48,0.049999997,110,-0.028517266735434532,0.0006273800972849131,0.099154,21.101667165756226,9418
49,0.0,81,-0.035088714212179184,0.00043473870027810335,0.099136,15.83644962310791,9499
50,0.0,81,-0.024494323879480362,0.0003597741015255451,0.09911800000000001,15.861687421798706,9580
51,0.0,81,-0.03292767331004143,0.00025534979067742825,0.09910000000000001,15.960865259170532,9661
52,0.109999985,111,-0.024626268073916435,0.0014809579588472843,0.099082,21.822356700897217,9772
53,0.0,81,-0.03909909352660179,0.0009910274529829621,0.099064,16.861369132995605,9853
54,0.0,81,-0.03980958089232445,0.00022231061302591115,0.09904600000000001,15.823389530181885,9934
55,0.0,81,-0.03258552774786949,0.00014531254419125617,0.099028,15.865905284881592,10015
56,0.0,81,-0.025578700006008148,0.0001463457738282159,0.09901,16.022552490234375,10096
57,0.0,81,-0.02845516987144947,0.00013339392899069935,0.09899200000000001,16.32453942298889,10177
58,0.0,81,-0.04325117915868759,0.00015410569903906435,0.098974,16.155399799346924,10258
59,0.0,81,-0.04548627510666847,9.288849105359986e-05,0.098956,16.232650756835938,10339
60,0.0,81,-0.04111118242144585,9.763777779880911e-05,0.09893800000000001,15.984832286834717,10420
61,0.0,81,-0.02156992256641388,9.309137385571375e-05,0.09892000000000001,16.340351104736328,10501
62,0.0,81,-0.034550562500953674,9.434456296730787e-05,0.098902,16.150843858718872,10582
63,0.0,81,-0.044781483709812164,7.639142131665722e-05,0.098884,16.445306062698364,10663
64,0.01,81,-0.008250342682003975,9.376020170748234e-05,0.09886600000000001,15.899225234985352,10744
65,0.0,81,-0.04283476620912552,8.218069706344977e-05,0.098848,15.66676139831543,10825
66,0.0,81,-0.03110273741185665,3.226085755159147e-05,0.09883,16.049405813217163,10906
67,0.0,81,-0.023645130917429924,2.928788489953149e-05,0.09881200000000001,16.451308965682983,10987
68,0.07999999,109,-0.015308182686567307,0.0006733062327839434,0.098794,21.11915636062622,11096
69,0.0,81,0.004749144893139601,0.00011618104326771572,0.098776,15.66685962677002,11177
70,0.0,81,0.0754806324839592,4.9925398343475536e-05,0.09875800000000001,15.73512053489685,11258
71,0.0,81,-0.03743048012256622,5.697914457414299e-05,0.09874000000000001,16.23413586616516,11339
72,0.09999999,125,-0.02620464749634266,0.0010089812567457557,0.098722,23.72791290283203,11464
73,0.0,81,-0.030469071120023727,0.0004694043309427798,0.098704,16.42244267463684,11545
74,0.0,81,-0.02447628043591976,5.900213000131771e-05,0.09868600000000001,15.774217128753662,11626
75,0.0,81,0.14933572709560394,0.0056532989256083965,0.098668,15.964203596115112,11707
76,0.0,81,-0.038828130811452866,0.00010944379027932882,0.09865,16.034306049346924,11788
77,0.0,81,-0.010443110950291157,0.00020058076188433915,0.09863200000000001,16.376225471496582,11869
78,0.0,81,-0.030586913228034973,4.297817577025853e-05,0.09861400000000001,16.61411714553833,11950
79,0.0,81,-0.024105025455355644,2.2803375031799078e-05,0.098596,15.734257459640503,12031
80,0.0,81,-0.025170940905809402,3.496219505905174e-05,0.098578,15.81146502494812,12112
81,0.0,81,-0.011183091439306736,5.863884143764153e-05,0.09856000000000001,16.397337198257446,12193
82,0.0,81,-0.04217240959405899,7.552047463832423e-05,0.098542,17.00719714164734,12274
83,0.0,81,0.018523793667554855,0.000100638710136991,0.098524,16.43235421180725,12355
84,0.0,81,-0.030606811866164207,3.9762340747984126e-05,0.09850600000000001,16.121607303619385,12436
85,0.0,81,-0.03461093828082085,7.297723641386256e-05,0.098488,15.90532636642456,12517
86,0.0,81,-0.02018028497695923,3.0330327717820182e-05,0.09847,16.400232791900635,12598
87,0.0,81,-0.012478716671466827,4.8869951569940895e-05,0.09845200000000001,16.395061016082764,12679
88,0.0,81,-0.03141039237380028,5.492848140420392e-05,0.09843400000000001,16.608927965164185,12760
89,0.0,81,-0.04190808907151222,7.808097871020436e-05,0.098416,16.176656007766724,12841
90,0.0,81,-0.01848001778125763,5.332541695679538e-05,0.098398,15.942074060440063,12922
91,0.0,81,-0.020504815503954887,1.0784416190290358e-05,0.09838000000000001,16.101872444152832,13003
92,0.0,81,-0.004703305196017027,3.4001270250882953e-05,0.098362,16.414391040802002,13084
93,0.0,81,-0.009257093071937561,2.6756109946290962e-05,0.098344,16.673850297927856,13165
94,0.16,81,0.3798505663871765,0.0033824106212705374,0.09832600000000001,15.9801664352417,13246
95,0.0,81,-0.016588516533374786,0.0001640705595491454,0.098308,15.969970464706421,13327
96,0.0,81,-0.025739064440131187,4.058272679685615e-05,0.09829,16.37375235557556,13408
97,0.0,81,-0.031843386590480804,7.279116107383743e-05,0.09827200000000001,16.43213653564453,13489
98,0.0,81,-0.023805029690265656,4.5207925722934306e-05,0.09825400000000001,16.434033632278442,13570
99,0.0,81,-0.04841799661517143,1.17592726383009e-05,0.098236,16.04970669746399,13651
100,0.0,81,-0.032447803765535355,6.246786506380886e-05,0.098218,16.294790744781494,13732
101,0.0,81,-0.024554794654250145,5.8225803513778374e-05,0.09820000000000001,16.514718532562256,13813
102,0.0,81,-0.0318610705435276,3.082405964960344e-05,0.098182,16.504255056381226,13894
103,0.0,81,-0.025514191016554832,4.254671875969507e-05,0.098164,16.588876247406006,13975
104,0.0,81,-0.048077113926410675,0.00011528713366715237,0.09814600000000001,16.201494216918945,14056
105,0.0,81,-0.03273677080869675,2.6384022930869833e-05,0.098128,16.001267433166504,14137
106,0.0,81,-0.032582201063632965,4.9976650188909844e-05,0.09811,16.295775890350342,14218
107,0.0,81,-0.02120279334485531,7.799841114319861e-05,0.098092,16.524375677108765,14299
108,0.0,81,-0.012742972932755947,1.3425898941932246e-05,0.09807400000000001,16.442612171173096,14380
109,0.0,81,-0.024799322709441185,6.40944781480357e-05,0.098056,15.947004079818726,14461
110,0.0,81,-0.028096280992031097,3.355823355377652e-05,0.098038,16.10930871963501,14542
111,0.0,81,-0.027856284752488136,2.6268216970493086e-05,0.09802000000000001,16.501490354537964,14623
112,0.0,81,-0.027300257235765457,1.6673513528076e-05,0.098002,16.475152730941772,14704
113,0.0,81,0.0016068941913545132,3.126271622022614e-05,0.097984,16.445760011672974,14785
114,0.0,81,-0.030532436445355415,4.582585461321287e-05,0.09796600000000001,16.168644905090332,14866
115,0.0,81,-0.017926368862390518,5.18944943905808e-05,0.09794800000000001,16.142025470733643,14947
116,0.06999999,81,-0.03260769695043564,0.000914091884624213,0.09793,16.361750602722168,15028
117,0.0,81,-0.033289216458797455,5.734236037824303e-05,0.097912,16.533448696136475,15109
118,0.0,81,-0.040572214871644974,6.16617253399454e-05,0.09789400000000001,16.51490092277527,15190
119,0.0,81,0.030594108626246452,3.5691096854861826e-05,0.097876,15.878185749053955,15271
120,0.0,81,-0.025447413325309753,6.773304448870476e-06,0.097858,15.902326345443726,15352
121,0.0,81,-0.022196592763066292,6.494448462035507e-05,0.09784000000000001,16.11775541305542,15433
122,0.0,81,-0.05112472549080849,5.62626046303194e-05,0.097822,16.755793571472168,15514
123,0.0,81,-0.03540828078985214,7.738145359326154e-05,0.097804,16.339948415756226,15595
124,0.0,81,-0.018511371687054634,3.761564948945306e-05,0.09778600000000001,16.035460710525513,15676
125,0.0,81,-0.028267495334148407,7.558719516964629e-05,0.09776800000000001,16.243432760238647,15757
126,0.0,81,-0.011190343648195267,7.301683945115656e-05,0.09775,16.69064164161682,15838
127,0.0,81,-0.022888654842972755,5.757999679190107e-05,0.097732,16.371984243392944,15919
128,0.0,81,-0.025378480553627014,4.635036384570412e-05,0.09771400000000001,16.405404567718506,16000
129,0.0,81,-0.024957044050097466,5.759471241617575e-05,0.097696,15.928353309631348,16081
130,0.0,81,-0.022097352892160416,3.997637395514175e-05,0.097678,15.939029693603516,16162
131,0.0,81,-0.03158654272556305,6.406075408449396e-05,0.09766000000000001,16.28055477142334,16243
132,0.0,81,-0.030442213639616966,5.267114465823397e-05,0.097642,16.413149118423462,16324
133,0.0,81,-0.040032610297203064,3.9675956941209733e-05,0.097624,16.72391986846924,16405
134,0.0,81,-0.024530693888664246,5.051782136433758e-05,0.097606,15.924602031707764,16486
135,0.0,81,-0.03831317275762558,7.061711949063465e-05,0.09758800000000001,15.9339120388031,16567
136,0.0,81,-0.04005683958530426,2.6877043637796305e-05,0.09757,16.12552499771118,16648
137,0.0,81,-0.04120732471346855,7.459271000698209e-05,0.097552,16.845532178878784,16729
138,0.0,81,-0.056033216416835785,4.529766374616884e-05,0.09753400000000001,16.373713970184326,16810
139,0.0,81,-0.03323009982705116,4.1436549508944154e-05,0.097516,16.029980182647705,16891
140,0.0,81,-0.04142437502741814,4.77584580949042e-05,0.097498,16.23375368118286,16972
141,0.0,81,-0.03721891716122627,6.143023347249255e-05,0.09748000000000001,16.880500316619873,17053
142,0.0,81,0.07717613875865936,3.180557177984156e-05,0.09746200000000001,16.454442739486694,17134
143,0.0,81,-0.04900724068284035,5.904389763600193e-05,0.097444,16.416295289993286,17215
144,0.0,81,-0.04743342846632004,5.171130032977089e-05,0.097426,16.205899238586426,17296
145,0.0,81,-0.025416303426027298,2.8457288863137364e-05,0.09740800000000001,15.886020421981812,17377
146,0.0,81,-0.03370898589491844,3.5461516745272093e-06,0.09739,16.190216064453125,17458
147,0.0,81,-0.045597441494464874,4.350340532255359e-05,0.097372,16.52940058708191,17539
148,0.0,81,-0.03928862884640694,2.7015925297746435e-05,0.09735400000000001,16.93553924560547,17620
149,0.0,81,-0.02644098550081253,3.180734711349942e-05,0.097336,15.906194686889648,17701
150,0.0,81,-0.04154821112751961,4.4964137487113476e-05,0.097318,15.878397703170776,17782
151,0.0,81,-0.03129483386874199,2.0374889572849497e-05,0.09730000000000001,16.004051446914673,17863
152,0.0,81,-0.03569084778428078,3.247251515858807e-05,0.09728200000000001,16.347755432128906,17944
153,0.0,81,-0.03822477534413338,7.560845551779494e-05,0.097264,16.351261615753174,18025
154,0.0,81,-0.023292195051908493,3.249564178986475e-05,0.097246,16.18044900894165,18106
155,0.0,81,-0.026917411014437675,2.021217551373411e-05,0.09722800000000001,16.437715530395508,18187
156,0.0,81,0.028486641123890877,6.016121551510878e-05,0.09721,16.397606134414673,18268
157,0.0,81,-0.04287988319993019,1.9480989067233168e-05,0.097192,16.41546869277954,18349
158,0.02,81,0.0922960489988327,8.321744098793715e-05,0.09717400000000001,16.366066694259644,18430
159,0.0,81,0.05787175893783569,5.791544390376657e-05,0.097156,16.645065307617188,18511
160,0.0,81,-0.05163177475333214,1.1053469279431738e-05,0.097138,16.43146538734436,18592
161,0.0,81,-0.02996119111776352,2.17035358218709e-05,0.09712000000000001,16.43996787071228,18673
162,0.0,81,-0.03691907599568367,2.2556096155312844e-05,0.09710200000000001,16.13571000099182,18754
163,0.0,81,-0.03857959434390068,2.2227022782317363e-05,0.097084,16.445496082305908,18835
164,0.0,81,-0.027396149933338165,4.005712617072277e-05,0.097066,16.392442226409912,18916
165,0.0,81,-0.033364590257406235,1.9085517124040052e-05,0.09704800000000001,16.05304479598999,18997
166,0.0,81,-0.04383165016770363,3.407688200240955e-05,0.09703,16.34656000137329,19078
167,0.32999995,128,0.023633532226085663,0.007425970863550901,0.097012,24.755809783935547,19206
168,0.01,81,-0.036215413361787796,0.000696558621712029,0.09699400000000001,16.185937643051147,19287
169,0.20000002,105,-0.03158103674650192,0.0034136250615119934,0.096976,19.68884253501892,19392
170,0.31999996,134,-0.02647433988749981,0.005866516847163439,0.096958,23.872678518295288,19526
171,0.0,81,-0.051836684346199036,0.0005616566631942987,0.09694,15.802504301071167,19607
172,0.0,81,-0.029069701209664345,8.575684478273615e-05,0.09692200000000001,15.767897605895996,19688
173,0.0,81,-0.052339259535074234,4.7775174607522786e-05,0.096904,15.850641965866089,19769
174,0.0,81,-0.02726791612803936,5.05208590766415e-05,0.096886,15.35831904411316,19850
175,0.0,81,-0.028526341542601585,2.6774136131280102e-05,0.09686800000000001,15.440202474594116,19931
176,0.26000002,123,0.02996230125427246,0.004705775994807482,0.09685,22.705632209777832,20054
177,0.0,81,-0.03556846082210541,0.00048074318328872323,0.096832,15.77970814704895,20135
178,0.0,81,-0.04111766815185547,3.8790305552538484e-05,0.09681400000000001,15.734081029891968,20216
179,0.049999997,81,-0.042082417756319046,0.00033364573027938604,0.09679600000000001,15.368608236312866,20297
180,0.0,81,-0.046111248433589935,3.5422941436991096e-05,0.096778,15.461753606796265,20378
181,0.0,81,-0.02095535583794117,5.862500984221697e-05,0.09676,15.422491073608398,20459
182,0.03,81,-0.03809439018368721,0.00017641687009017915,0.09674200000000001,15.897938013076782,20540
183,0.18,105,-0.03768080100417137,0.0029145206790417433,0.096724,20.01364231109619,20645
184,0.0,81,-0.03809266909956932,0.0003470267402008176,0.096706,15.4605393409729,20726
185,0.29,114,-0.03463919833302498,0.006514004431664944,0.09668800000000001,20.746506452560425,20840
186,0.04,88,-0.04442036151885986,0.0004037093312945217,0.09667,16.91714119911194,20928
187,0.0,81,-0.031046582385897636,4.577038998831995e-05,0.096652,15.819536685943604,21009
188,0.0,81,-0.06522580236196518,3.1844214390730485e-05,0.09663400000000001,15.849370002746582,21090
189,0.0,81,-0.03792082145810127,4.750628795591183e-05,0.09661600000000001,15.51739501953125,21171
190,0.109999985,81,-0.04210497811436653,0.001216698088683188,0.096598,15.549197435379028,21252
191,0.0,81,-0.042188916355371475,0.00012241148215252906,0.09658,15.823345422744751,21333
191,0.0,81,-0.0458143949508667,0.00011600396828725934,0.09658,14.829157829284668,81
192,0.09999999,100,-0.04157073050737381,0.0009188040276058018,0.09656200000000001,16.960859537124634,181
193,0.03,92,-0.04601017385721207,0.0001651518396101892,0.096544,15.79421854019165,273
194,0.31999996,117,-0.0318450964987278,0.00704063568264246,0.096526,19.690290927886963,390
195,0.06999999,81,-0.047513339668512344,0.001065045245923102,0.09650800000000001,14.103898763656616,471
196,0.14999999,99,-0.03849542886018753,0.002004442270845175,0.09649,17.105111122131348,570
197,0.32999995,91,0.04550021141767502,0.007748876698315144,0.096472,15.91405725479126,661
198,0.01,81,-0.02449249103665352,0.00039336748886853456,0.09645400000000001,14.466665267944336,742
199,0.0,81,-0.051807425916194916,5.601481461781077e-05,0.09643600000000001,14.556560516357422,823
200,0.0,81,-0.033770378679037094,4.5966848119860515e-05,0.096418,14.461565732955933,904
201,0.02,81,-0.05299936607480049,9.748650336405262e-05,0.0964,14.374722957611084,985
202,0.0,81,-0.057359207421541214,2.5965546228690073e-05,0.09638200000000001,14.841434717178345,1066
203,0.20000002,81,-0.03008103370666504,0.0067067877389490604,0.096364,14.592150688171387,1147
204,0.0,81,-0.04669017717242241,0.00032415479654446244,0.096346,15.698080778121948,1228
205,0.0,81,-0.03591103106737137,2.5225430363207124e-05,0.09632800000000001,14.688726902008057,1309
206,0.0,81,-0.04573184624314308,3.481962994555943e-05,0.09631,14.593655109405518,1390
207,0.0,81,-0.05243631824851036,5.946546298218891e-05,0.096292,15.24561095237732,1471
208,0.0,81,-0.03168737143278122,3.7039542803540826e-05,0.096274,14.600859642028809,1552
209,0.0,81,-0.04008808732032776,4.9892663810169324e-05,0.09625600000000001,14.517832517623901,1633
210,0.0,81,-0.03808295726776123,1.8297669157618657e-05,0.096238,14.521192073822021,1714
211,0.07999999,81,-0.04146673530340195,0.0010341621236875653,0.09622,15.17349624633789,1795
212,0.0,81,-0.02094358205795288,7.227074820548296e-05,0.09620200000000001,15.73863959312439,1876
213,0.0,81,-0.03808656334877014,3.0057391995796934e-05,0.096184,15.823282957077026,1957
214,0.04,81,-0.0355074442923069,0.00020543484424706548,0.096166,15.55687665939331,2038
215,0.0,81,-0.051022760570049286,6.837501132395118e-05,0.09614800000000001,15.36667251586914,2119
216,0.0,81,-0.04456663876771927,3.342465060995892e-05,0.09613000000000001,15.789819240570068,2200
217,0.07999999,95,-0.04277200251817703,0.0006388872861862183,0.096112,18.29035472869873,2295
218,0.01,81,-0.04127168655395508,0.00011665715283015743,0.096094,16.164734840393066,2376
219,0.07999999,84,-0.036199577152729034,0.0006166967796161771,0.09607600000000001,15.873730182647705,2460
220,0.0,81,-0.025547392666339874,0.00012073457037331536,0.096058,15.392277002334595,2541
221,0.02,81,-0.04958263412117958,6.376364035531878e-05,0.09604,15.485945701599121,2622
222,0.0,81,-0.05517715960741043,2.8895423383801244e-05,0.09602200000000001,15.76914358139038,2703
223,0.0,81,-0.05930380895733833,2.844642585841939e-05,0.096004,15.709969997406006,2784
224,0.0,81,-0.057873088866472244,1.4288407328422181e-05,0.095986,15.635250091552734,2865
225,1.0499994,295,-0.06412091851234436,0.00963450176641345,0.095968,49.54032492637634,3160
226,0.0,81,-0.04741698130965233,0.00045799679355695844,0.09595000000000001,15.918171405792236,3241
227,0.0,81,-0.045070771127939224,0.0007296718540601432,0.095932,15.925991773605347,3322
228,0.26000002,93,-0.03752827271819115,0.006582911126315594,0.095914,17.762131452560425,3415
229,0.20000002,91,-0.007546896580606699,0.003709625918418169,0.09589600000000001,17.012042999267578,3506
230,0.6499997,177,-0.03964582458138466,0.018024619668722153,0.095878,30.86863613128662,3683
231,0.09999999,81,-0.04133467376232147,0.001348828081972897,0.09586,15.589977264404297,3764
232,2.2799983,270,-0.04026075080037117,0.09411992505192757,0.09584200000000001,46.98491978645325,4034
233,0.04,81,-0.03499731048941612,0.032011184841394424,0.095824,15.473994493484497,4115
234,0.02,98,-0.03424441069364548,0.0020564617589116096,0.095806,18.180722951889038,4213
235,0.08999999,97,-0.029651345685124397,0.0006235706387087703,0.09578800000000001,19.074851989746094,4310
236,0.27,117,-0.026792967692017555,0.0025603375397622585,0.09577000000000001,22.972665548324585,4427
237,0.13999999,81,-0.046681959182024,0.0030723728705197573,0.095752,16.808484077453613,4508
238,0.31999996,141,-0.02649008296430111,0.006621998269110918,0.095734,27.12867021560669,4649
239,0.12999998,82,-0.04058293625712395,0.001724484609439969,0.09571600000000001,16.474259853363037,4731
240,0.21000004,105,-0.040507830679416656,0.0031183792743831873,0.095698,20.29179859161377,4836
241,1.1599993,227,-0.02318667434155941,0.045166015625,0.09568,42.576383113861084,5063
242,0.09999999,95,-0.05175640061497688,0.001063376897946,0.09566200000000001,18.895636796951294,5158
243,1.519999,252,-0.027458347380161285,0.10017987340688705,0.095644,44.95528864860535,5410
244,0.0,81,-0.06448222696781158,0.02287127450108528,0.095626,16.21200203895569,5491
245,0.0,81,-0.0385507307946682,0.00041514786425977945,0.095608,16.49750852584839,5572
246,0.04,81,-0.05438586324453354,0.00025765763712115586,0.09559000000000001,16.823907375335693,5653
247,0.109999985,100,-0.04369569569826126,0.0007329251966439188,0.095572,20.395332098007202,5753
248,0.24000005,122,-0.027656342834234238,0.004303796216845512,0.095554,24.052276134490967,5875
249,0.31999996,91,0.13348162174224854,0.008815210312604904,0.09553600000000001,18.01743793487549,5966
250,0.16,88,-0.008302208967506886,0.002165504265576601,0.095518,17.358529090881348,6054
251,0.01,81,-0.06131288781762123,0.00019018547027371824,0.0955,16.882019758224487,6135
252,0.0,81,0.0029905696865171194,5.3490807658818085e-06,0.09548200000000001,16.810398817062378,6216
253,0.0,81,-0.035015836358070374,6.3035158746060915e-06,0.09546400000000001,16.833412170410156,6297
254,0.0,81,-0.040311772376298904,6.294432751019485e-06,0.095446,16.43983244895935,6378
255,0.01,81,-0.04680951312184334,2.325237619515974e-05,0.095428,16.124138593673706,6459
256,0.0,81,-0.045693375170230865,3.4579288694658317e-06,0.09541000000000001,16.860723972320557,6540
257,0.0,81,-0.06602700054645538,4.1035345930140465e-06,0.095392,16.715948820114136,6621
258,0.049999997,81,-0.0401209332048893,0.00035123611451126635,0.095374,17.060813665390015,6702
259,0.0,81,-0.0600275956094265,1.1185491530341096e-05,0.09535600000000001,16.334483861923218,6783
260,0.0,81,-0.058194100856781006,5.899762072658632e-06,0.095338,16.2850124835968,6864
261,0.0,81,-0.031185103580355644,3.1059960292623146e-06,0.09532,16.529256582260132,6945
262,0.0,81,-0.03820439800620079,2.1967553038848564e-06,0.095302,17.24134612083435,7026
263,0.0,81,-0.03804582357406616,2.5255214950448135e-06,0.09528400000000001,16.750771284103394,7107
264,0.0,81,-0.038181670010089874,2.867659077310236e-06,0.095266,16.514501571655273,7188
265,0.02,81,-0.0430111363530159,4.023028304800391e-05,0.095248,16.220590829849243,7269
266,0.0,81,-0.035669587552547455,2.3210991457744967e-06,0.09523000000000001,16.91564416885376,7350
267,0.0,81,-0.03145315498113632,3.9765859582985286e-06,0.095212,16.819899797439575,7431
268,0.0,81,-0.0455387607216835,2.7788551051344257e-06,0.095194,16.701565742492676,7512
269,0.03,81,-0.042664751410484314,0.00011179962893947959,0.09517600000000001,16.372068881988525,7593
270,0.049999997,84,0.0823666974902153,0.00024333468172699213,0.095158,16.606701374053955,7677
271,0.059999995,81,-0.03604627400636673,0.0003109087119810283,0.09514,16.862349271774292,7758
272,0.0,81,-0.0526302233338356,3.896149337379029e-06,0.09512200000000001,16.766512393951416,7839
273,0.0,81,-0.03781069070100784,1.4195290532370564e-05,0.09510400000000001,17.123499631881714,7920
274,0.0,81,-0.04803400859236717,5.711848643841222e-06,0.095086,16.306912660598755,8001
275,0.0,81,-0.011666757054626942,2.4108198886096943e-06,0.095068,16.162323236465454,8082
276,0.0,81,-0.03149355202913284,1.7845743514044443e-06,0.09505000000000001,16.53454899787903,8163
277,0.0,81,-0.032676272094249725,2.5550975806254428e-06,0.095032,16.986793279647827,8244
278,0.09999999,81,-0.03208017349243164,0.0012409226037561893,0.095014,16.872751712799072,8325
279,0.0,81,-0.04336929693818092,3.773118805838749e-06,0.09499600000000001,16.685606718063354,8406
280,0.0,81,-0.04633353278040886,2.1174952053115703e-05,0.094978,16.46722435951233,8487
281,0.09999999,115,-0.021332884207367897,0.0005911426851525903,0.09496,22.84987735748291,8602
282,0.109999985,91,-0.03775319084525108,0.0012559570604935288,0.094942,18.580334901809692,8693
283,0.14999999,99,-0.033223263919353485,0.00139645766466856,0.09492400000000001,19.983383417129517,8792
284,0.6299997,193,-0.013466889038681984,0.01410455908626318,0.094906,35.292460680007935,8985
285,0.09999999,114,0.11679349839687347,0.004165638238191605,0.094888,22.247491359710693,9099
286,0.29,137,-0.030085904523730278,0.004906258545815945,0.09487000000000001,27.32529878616333,9236
287,0.13999999,81,-0.05066460743546486,0.002969582797959447,0.094852,16.967026710510254,9317
288,1.0299995,110,-0.04501884803175926,0.0889563262462616,0.094834,21.820558071136475,9427
289,3.3799975,255,-0.030783262103796005,0.0731014683842659,0.09481600000000001,45.871760845184326,9682
290,2.889998,352,0.03971919883042574,0.07402626052498817,0.09479800000000001,62.159709453582764,10034
291,0.95999944,131,-0.025500435382127762,0.06199989467859268,0.09478,25.345699787139893,10165
292,3.4799974,233,-0.0010397577425464988,0.14742495119571686,0.094762,44.02325367927551,10398
293,3.5999973,199,-0.033690281212329865,0.07739923894405365,0.09474400000000001,36.462390422821045,10597
294,4.0699983,259,0.4979463629424572,0.06098730303347111,0.094726,46.84742856025696,10856
295,1.9299986,177,0.020883312448859215,0.10503679513931274,0.094708,33.097644567489624,11033
296,2.3299983,225,-0.018553059548139572,0.04341934248805046,0.09469000000000001,44.82214856147766,11258
297,2.9999979,157,-0.03725406527519226,0.06880216300487518,0.094672,31.34998631477356,11415
298,2.7799978,157,-0.03817141801118851,0.07278866320848465,0.094654,30.82597303390503,11572
