episode,total_reward,episode_length,actor_loss,critic_loss,covariance_value,time_taken,total_timesteps
1,0.0,81,-0.0640907734632492,1.2535071618913207e-05,0.25,29.425505876541138,81
2,0.0,81,-0.0624057874083519,1.2412464229782927e-06,0.24988,30.066234350204468,162
3,0.0,81,0.11109454929828644,7.911682473604742e-07,0.24976,28.76692819595337,243
4,2.5799987,114,0.037026457488536835,0.06935342401266098,0.24964,39.47492337226868,357
5,80.08024,2000,0.12387470854446292,1.2917457967996597,0.24952,662.4558317661285,2357
6,9.460034,390,-0.050576914101839066,0.15522169321775436,0.2494,133.63510823249817,2747
7,9.450021,344,0.08431774005293846,0.3372034281492233,0.24928,115.33872532844543,3091
8,10.25002,361,0.042044498026371,0.20028430968523026,0.24916,121.04999041557312,3452
9,6.330005,234,-0.013837453909218311,0.24179193377494812,0.24904,79.2064208984375,3686
10,10.180003,243,0.026954980567097664,1.2486422061920166,0.24892,82.5078239440918,3929
11,0.6999998,139,-0.03419703245162964,0.02189418487250805,0.2488,49.927024126052856,4068
12,0.34999993,120,0.01593736559152603,0.007447442971169949,0.24868,42.08275651931763,4188
13,1.2699994,145,0.020196454599499702,0.035116635262966156,0.24856,50.028627157211304,4333
14,0.19000001,95,0.16024881601333618,0.0037725381553173065,0.24844,33.92601799964905,4428
15,1.9999999,81,-0.09676959365606308,0.06683525443077087,0.24832,29.33224058151245,4509
16,2.0899994,81,-0.08171618729829788,0.045806948095560074,0.2482,30.07520890235901,4590
17,2.0999992,81,0.023229917511343956,0.0309807937592268,0.24808,30.07957911491394,4671
18,3.3399987,98,0.08973731845617294,0.07480942457914352,0.24796,34.821855306625366,4769
19,1.2499998,81,-0.0035850265994668007,0.06934842467308044,0.24784,29.553006649017334,4850
20,1.4599997,81,-0.10286478698253632,0.0140740517526865,0.24772,29.304800987243652,4931
21,1.3999996,81,0.06118214130401611,0.008098914287984371,0.2476,30.420016050338745,5012
22,0.0,81,-0.11128324270248413,0.004479979630559683,0.24748,30.016329765319824,5093
23,0.0,81,-0.023019425570964813,0.00033687514951452613,0.24736,29.25815510749817,5174
24,0.0,81,0.004207964520901442,0.00026493248878978193,0.24724,29.235347509384155,5255
25,0.0,81,-0.0075807394459843636,0.0001826018706196919,0.24712,29.254820346832275,5336
26,0.0,81,-0.009654994122684002,0.00038677200791426003,0.247,30.26238512992859,5417
27,0.0,81,-0.03088846057653427,6.709541048621759e-05,0.24688,29.83404564857483,5498
28,0.0,81,-0.0463283471763134,8.615245315013453e-05,0.24676,29.806164979934692,5579
29,0.0,81,-0.0471796989440918,0.0001341849856544286,0.24664,29.267963647842407,5660
30,0.0,81,0.04637424647808075,5.148939817445353e-05,0.24652,29.201390743255615,5741
31,0.0,81,0.0354047454893589,3.502907566144131e-05,0.2464,30.213481426239014,5822
32,0.0,81,-0.04834069684147835,6.846036558272317e-05,0.24628,30.196573495864868,5903
33,0.0,81,-0.04426664113998413,5.3178828238742426e-05,0.24616,29.15969157218933,5984
34,0.0,81,0.022437114268541336,4.062484731548466e-05,0.24604,29.073729276657104,6065
35,0.0,81,0.09821835160255432,8.033955236896873e-05,0.24592,29.17582130432129,6146
36,0.08999999,81,0.060221001505851746,0.0009711734601296484,0.2458,30.12310481071472,6227
37,0.059999995,86,0.0388571172952652,0.000311728217639029,0.24568,31.68149161338806,6313
38,0.02,93,-0.05845102667808533,6.972807022975758e-05,0.24556,34.042556285858154,6406
39,0.09999999,81,0.1604844629764557,0.0009359617251902819,0.24544,29.464343309402466,6487
40,0.24000004,92,-0.09043095260858536,0.0035269376821815968,0.24532,32.913487672805786,6579
41,0.20000003,81,-0.04961538314819336,0.004545046016573906,0.2452,30.297019958496094,6660
42,0.14,81,-0.03440245985984802,0.0023845378309488297,0.24508,30.449036121368408,6741
43,0.0,81,-0.02682398073375225,7.108470890671015e-05,0.24496,29.488837480545044,6822
44,0.0,81,-0.03979778662323952,3.78630320483353e-05,0.24484,29.1452317237854,6903
45,0.0,81,0.15711747109889984,0.00010650287731550634,0.24472,29.393384218215942,6984
46,0.0,81,0.31513041257858276,6.050766751286574e-05,0.2446,30.074089527130127,7065
47,1.6399999,81,-0.035543277859687805,0.015844346955418587,0.24448,30.15398859977722,7146
48,1.5699996,81,-0.0848931223154068,0.011343494988977909,0.24436,29.5418963432312,7227
49,84.090126,1203,0.32586745321750643,1.4223735809326172,0.24424,396.4251365661621,8430
50,1.1899999,81,0.515373945236206,0.009558848105370998,0.24412,29.046066522598267,8511
51,1.2299999,81,1.994474405364599e-05,0.009452159516513348,0.244,29.973527669906616,8592
52,0.9999999,81,-0.047149863094091415,0.0038887078408151865,0.24388,30.43211793899536,8673
53,0.76999974,81,1.0945980548858643,0.17145399749279022,0.24376,29.13240933418274,8754
54,0.7899997,81,0.467157781124115,0.013509917072951794,0.24364,29.288957834243774,8835
55,1.1199999,81,0.22163349390029907,0.01610144041478634,0.24352000000000001,29.082209825515747,8916
56,1.0099996,81,0.9894466996192932,0.012764894403517246,0.2434,30.598483085632324,8997
57,0.88999975,81,0.40853777527809143,0.01073295809328556,0.24328,29.820880889892578,9078
58,1.0299999,81,0.12970153987407684,0.00788593478500843,0.24316,29.096606969833374,9159
59,11.310015,399,0.3167606294155121,0.14774708449840546,0.24304,135.79661226272583,9558
60,0.6899998,81,6.58642053604126,0.02260800451040268,0.24292,29.366671800613403,9639
61,0.7299998,81,0.8966870903968811,0.026258518919348717,0.2428,30.63023018836975,9720
62,0.76999974,81,0.20703956484794617,0.020945943892002106,0.24268,30.1213858127594,9801
63,1.17,81,-0.08675796538591385,0.026687128469347954,0.24256,29.41940402984619,9882
64,1.1100001,81,0.46471503376960754,0.019478173926472664,0.24244,29.9080069065094,9963
65,1.18,81,1.3351465463638306,0.02074452117085457,0.24232,29.490251064300537,10044
66,1.3299998,81,2.7281641960144043,0.020961225032806396,0.2422,30.458107709884644,10125
67,1.1699998,81,3.4334328174591064,0.008369562216103077,0.24208,30.451387405395508,10206
68,0.98999983,81,1.1021651029586792,0.007861528545618057,0.24196,29.364462852478027,10287
69,1.0799999,81,1.9163986444473267,0.0074646431021392345,0.24184,29.272396326065063,10368
70,1.1499999,81,1.4321961402893066,0.008507908321917057,0.24172,29.382250547409058,10449
71,1.3199998,81,0.5950883626937866,0.008775477297604084,0.2416,30.28120708465576,10530
72,1.11,81,0.9351905584335327,0.0037065185606479645,0.24148,30.228326082229614,10611
73,1.16,81,0.7321255803108215,0.005962986499071121,0.24136,29.457658052444458,10692
74,1.2199999,81,0.3560762405395508,0.0048300037160515785,0.24124,29.578044176101685,10773
75,1.2399999,81,0.6281909942626953,0.005786719731986523,0.24112,29.340304136276245,10854
76,1.1399999,81,0.166285440325737,0.0032488787546753883,0.241,30.309017181396484,10935
77,1.04,81,2.426445484161377,0.0019766385667026043,0.24088,30.471312522888184,11016
78,1.04,81,0.2563169002532959,0.0015985226491466165,0.24076,29.478880405426025,11097
79,1.16,81,2.7417855262756348,0.0018692961893975735,0.24064,29.08076572418213,11178
80,1.18,81,2.1852474212646484,0.001736857695505023,0.24052,29.335880994796753,11259
81,1.04,81,1.1402137279510498,0.0012021372094750404,0.2404,30.588431119918823,11340
82,1.2399998,81,7.182435512542725,0.0022077204193919897,0.24028,30.590604066848755,11421
83,1.2099999,81,0.7889743447303772,0.0009355877409689128,0.24016,30.473636150360107,11502
84,1.18,81,1.1692715883255005,0.0013970473082736135,0.24004,29.60173463821411,11583
85,1.11,81,1.5538898706436157,0.0008920285617932677,0.23992,29.235260009765625,11664
86,1.3799996,81,1.2992390394210815,0.0029411346185952425,0.2398,30.210315942764282,11745
87,1.17,81,1.7477906942367554,0.0011115743545815349,0.23968,30.238901376724243,11826
88,0.98999983,81,2.4033617973327637,0.0004528052231762558,0.23956,29.363605737686157,11907
89,1.0899999,81,0.4780389368534088,0.0007403421914204955,0.23944000000000001,29.408770322799683,11988
90,1.2099999,81,2.1163032054901123,0.0012758933007717133,0.23932,29.313100576400757,12069
91,1.14,81,3.443166494369507,0.0005916279624216259,0.2392,30.38743257522583,12150
92,1.1999999,81,6.812068462371826,0.0008188954088836908,0.23908000000000001,30.35060477256775,12231
93,1.08,81,0.55850750207901,0.0010553435422480106,0.23896,29.28986883163452,12312
94,1.2399999,81,0.44821232557296753,0.0010237757815048099,0.23884,28.038444757461548,12393
95,1.1,81,0.36846593022346497,0.000675856601446867,0.23872,29.15709137916565,12474
96,1.3699998,81,0.7542757987976074,0.0030079809948801994,0.2386,29.965527296066284,12555
97,1.16,81,0.29471564292907715,0.0013421409530565143,0.23848,30.39812922477722,12636
98,1.0099999,81,1.165358543395996,0.000573892320971936,0.23836,29.5459942817688,12717
99,1.17,81,0.16297288239002228,0.000610535847954452,0.23824,29.29465937614441,12798
100,1.16,81,0.4446798264980316,0.0004275911196600646,0.23812,29.29026770591736,12879
101,1.0799999,81,1.3684475421905518,0.0005614651017822325,0.238,29.37287664413452,81
102,1.1899999,81,22.304458618164062,0.000439714640378952,0.23788,29.253541469573975,162
103,1.2199999,81,1.1124886274337769,0.0008083708235062659,0.23776,29.35214352607727,243
104,1.0599998,81,1.0010892152786255,0.0008405853877775371,0.23764,28.598151922225952,324
105,1.18,81,0.979922354221344,0.0005777970654889941,0.23752,28.6253445148468,405
106,1.18,81,1.3941895961761475,0.0008212249958887696,0.2374,29.61246395111084,486
107,1.4099996,81,0.7538384795188904,0.0011724154464900494,0.23728,29.58608603477478,567
108,1.18,81,5.118011951446533,0.0003844877064693719,0.23716,28.510005950927734,648
109,1.2799999,81,0.9490936994552612,0.0006227587582543492,0.23704,28.566079139709473,729
110,1.2799997,81,0.5530558228492737,0.0005952568026259542,0.23692,29.052467107772827,810
111,1.11,81,0.9640978574752808,0.000662187347188592,0.2368,30.509140253067017,891
112,1.11,81,0.3876645863056183,0.0003610209096223116,0.23668,30.103285551071167,972
113,1.14,81,1.082664132118225,0.0012381415581330657,0.23656,29.57473635673523,1053
114,1.2199999,81,0.6297734379768372,0.0010239752009510994,0.23644,29.518336296081543,1134
115,1.18,81,0.4361625909805298,0.0004254566738381982,0.23632,30.631911516189575,1215
116,0.97999996,81,2.2688775062561035,0.0004083723179064691,0.2362,30.90686273574829,1296
117,1.2199999,81,1.7612922191619873,0.00043667235877364874,0.23608,30.870222568511963,1377
118,1.2299999,81,2.1724419593811035,0.0004984305123798549,0.23596,29.657039403915405,1458
119,1.13,81,1.1870533227920532,0.000513570208568126,0.23584,28.9407799243927,1539
120,1.0500001,81,0.2858887016773224,0.0004235046508256346,0.23572,28.748257398605347,1620
121,1.0799999,81,1.6968334913253784,0.0002852686739061028,0.2356,29.852376222610474,1701
122,1.03,81,0.7701433897018433,0.000299241830362007,0.23548,30.466973781585693,1782
123,1.2199999,81,1.6963757276535034,0.0005445846472866833,0.23536,29.55964684486389,1863
124,1.3199997,81,1.3175885677337646,0.0008639076258987188,0.23524,29.466261386871338,1944
125,1.1,81,2.326205253601074,0.0003929191443603486,0.23512,29.297623872756958,2025
126,1.11,81,0.9629675149917603,0.0005878248484805226,0.235,29.541795015335083,2106
127,1.0500001,81,0.42736247181892395,0.0005354885943233967,0.23488,29.78305983543396,2187
128,1.2299998,81,0.9203839898109436,0.0004899974446743727,0.23476,28.795028924942017,2268
129,1.1,81,0.8664922714233398,0.00042740601929835975,0.23464,28.80654239654541,2349
130,1.17,81,1.2656022310256958,0.0006207734695635736,0.23452,29.072670459747314,2430
131,1.2299998,81,0.669497549533844,0.000755110289901495,0.2344,30.932077646255493,2511
132,1.2799997,81,2.1786487102508545,0.0005163547466509044,0.23428,29.56029725074768,2592
133,1.2699999,81,2.5704329013824463,0.0005896392394788563,0.23416,28.729016065597534,2673
134,1.1,81,0.8130801320075989,0.0003325937141198665,0.23404,28.539833307266235,2754
135,1.1999998,81,0.6634044051170349,0.0004881729546468705,0.23392,28.732245683670044,2835
136,1.3299998,81,8.562446594238281,0.002504344331100583,0.2338,29.843926429748535,2916
137,1.0699999,81,4.526553630828857,0.0004818750312551856,0.23368,29.815365076065063,2997
138,1.1699998,81,0.4894171357154846,0.000366262043826282,0.23356,28.804771184921265,3078
139,1.14,81,0.28658223152160645,0.0003653396852314472,0.23344,29.563785791397095,3159
140,1.09,81,1.1055498123168945,0.0005556709947995842,0.23332,28.66732907295227,3240
